60	30	50	20000	0.00
60	30	100	20000	0.00
60	30	150	20000	0.00
60	30	200	20000	0.00
60	30	250	20000	0.00
60	30	300	20000	0.02
60	30	400	20000	0.02
60	30	500	20000	0.00
60	30	750	20000	0.00
60	30	1000	20000	0.01
60	30	1500	20000	0.03
60	30	2000	20000	0.02
60	30	2500	20000	0.02
60	30	3000	20000	0.03
60	30	4000	20000	0.04
60	30	5000	20000	0.05
60	30	7500	20000	0.06
60	30	10000	20000	0.09
60	29	50	20000	0.00
60	29	100	20000	0.00
60	29	150	20000	0.00
60	29	200	20000	0.00
60	29	250	20000	0.00
60	29	300	20000	0.01
60	29	400	20000	0.00
60	29	500	20000	0.00
60	29	750	20000	0.00
60	29	1000	20000	0.01
60	29	1500	20000	0.02
60	29	2000	20000	0.04
60	29	2500	20000	0.03
60	29	3000	20000	0.04
60	29	4000	20000	0.05
60	29	5000	20000	0.06
60	29	7500	20000	0.09
60	29	10000	20000	0.16
60	28	50	20000	0.00
60	28	100	20000	0.00
60	28	150	20000	0.00
60	28	200	20000	0.00
60	28	250	20000	0.01
60	28	300	20000	0.01
60	28	400	20000	0.01
60	28	500	20000	0.02
60	28	750	20000	0.02
60	28	1000	20000	0.03
60	28	1500	20000	0.02
60	28	2000	20000	0.05
60	28	2500	20000	0.05
60	28	3000	20000	0.09
60	28	4000	20000	0.09
60	28	5000	20000	0.16
60	28	7500	20000	0.21
60	28	10000	20000	0.22
60	27	50	20000	0.00
60	27	100	20000	0.00
60	27	150	20000	0.02
60	27	200	20000	0.03
60	27	250	20000	0.03
60	27	300	20000	0.03
60	27	400	20000	0.03
60	27	500	20000	0.04
60	27	750	20000	0.02
60	27	1000	20000	0.04
60	27	1500	20000	0.07
60	27	2000	20000	0.08
60	27	2500	20000	0.09
60	27	3000	20000	0.09
60	27	4000	20000	0.17
60	27	5000	20000	0.17
60	27	7500	20000	0.31
60	27	10000	20000	0.39
60	26	50	20000	0.00
60	26	100	20000	0.00
60	26	150	20000	0.01
60	26	200	20000	0.01
60	26	250	20000	0.01
60	26	300	20000	0.01
60	26	400	20000	0.01
60	26	500	20000	0.03
60	26	750	20000	0.04
60	26	1000	20000	0.05
60	26	1500	20000	0.08
60	26	2000	20000	0.10
60	26	2500	20000	0.16
60	26	3000	20000	0.25
60	26	4000	20000	0.25
60	26	5000	20000	0.27
60	26	7500	20000	0.53
60	26	10000	20000	0.58
60	25	50	20000	0.00
60	25	100	20000	0.00
60	25	150	20000	0.00
60	25	200	20000	0.01
60	25	250	20000	0.02
60	25	300	20000	0.02
60	25	400	20000	0.02
60	25	500	20000	0.03
60	25	750	20000	0.06
60	25	1000	20000	0.14
60	25	1500	20000	0.19
60	25	2000	20000	0.23
60	25	2500	20000	0.25
60	25	3000	20000	0.40
60	25	4000	20000	0.51
60	25	5000	20000	0.63
60	25	7500	20000	0.89
60	25	10000	20000	1.04
60	24	50	20000	0.01
60	24	100	20000	0.02
60	24	150	20000	0.04
60	24	200	20000	0.05
60	24	250	20000	0.06
60	24	300	20000	0.04
60	24	400	20000	0.05
60	24	500	20000	0.07
60	24	750	20000	0.14
60	24	1000	20000	0.19
60	24	1500	20000	0.34
60	24	2000	20000	0.44
60	24	2500	20000	0.44
60	24	3000	20000	0.55
60	24	4000	20000	0.69
60	24	5000	20000	1.02
60	24	7500	20000	1.46
60	24	10000	20000	1.96
60	23	50	20000	0.00
60	23	100	20000	0.02
60	23	150	20000	0.04
60	23	200	20000	0.04
60	23	250	20000	0.05
60	23	300	20000	0.06
60	23	400	20000	0.10
60	23	500	20000	0.13
60	23	750	20000	0.22
60	23	1000	20000	0.33
60	23	1500	20000	0.47
60	23	2000	20000	0.63
60	23	2500	20000	0.77
60	23	3000	20000	0.97
60	23	4000	20000	1.26
60	23	5000	20000	1.65
60	23	7500	20000	2.40
60	23	10000	20000	3.23
60	22	50	20000	0.02
60	22	100	20000	0.04
60	22	150	20000	0.07
60	22	200	20000	0.10
60	22	250	20000	0.12
60	22	300	20000	0.14
60	22	400	20000	0.19
60	22	500	20000	0.22
60	22	750	20000	0.38
60	22	1000	20000	0.49
60	22	1500	20000	0.80
60	22	2000	20000	1.08
60	22	2500	20000	1.29
60	22	3000	20000	1.59
60	22	4000	20000	2.09
60	22	5000	20000	2.59
60	22	7500	20000	3.93
60	22	10000	20000	5.30
60	21	50	20000	0.04
60	21	100	20000	0.09
60	21	150	20000	0.14
60	21	200	20000	0.20
60	21	250	20000	0.24
60	21	300	20000	0.25
60	21	400	20000	0.31
60	21	500	20000	0.37
60	21	750	20000	0.57
60	21	1000	20000	0.95
60	21	1500	20000	1.42
60	21	2000	20000	1.91
60	21	2500	20000	2.02
60	21	3000	20000	2.63
60	21	4000	20000	3.27
60	21	5000	20000	4.45
60	21	7500	20000	6.43
60	21	10000	20000	8.45
60	20	50	20000	0.08
60	20	100	20000	0.15
60	20	150	20000	0.18
60	20	200	20000	0.23
60	20	250	20000	0.30
60	20	300	20000	0.37
60	20	400	20000	0.48
60	20	500	20000	0.62
60	20	750	20000	1.11
60	20	1000	20000	1.48
60	20	1500	20000	2.33
60	20	2000	20000	2.88
60	20	2500	20000	3.59
60	20	3000	20000	4.28
60	20	4000	20000	5.85
60	20	5000	20000	6.98
60	20	7500	20000	10.34
60	20	10000	20000	13.83
60	19	50	20000	0.12
60	19	100	20000	0.23
60	19	150	20000	0.38
60	19	200	20000	0.39
60	19	250	20000	0.54
60	19	300	20000	0.63
60	19	400	20000	0.93
60	19	500	20000	1.20
60	19	750	20000	1.80
60	19	1000	20000	2.38
60	19	1500	20000	3.51
60	19	2000	20000	4.83
60	19	2500	20000	6.00
60	19	3000	20000	6.91
60	19	4000	20000	9.40
60	19	5000	20000	11.78
60	19	7500	20000	16.90
60	19	10000	20000	21.59
60	18	50	20000	0.22
60	18	100	20000	0.36
60	18	150	20000	0.69
60	18	200	20000	0.88
60	18	250	20000	1.06
60	18	300	20000	1.26
60	18	400	20000	1.66
60	18	500	20000	2.09
60	18	750	20000	3.13
60	18	1000	20000	4.06
60	18	1500	20000	5.82
60	18	2000	20000	7.65
60	18	2500	20000	9.34
60	18	3000	20000	11.62
60	18	4000	20000	15.23
60	18	5000	20000	18.64
60	18	7500	20000	26.49
60	18	10000	20000	33.55
60	17	50	20000	0.31
60	17	100	20000	0.64
60	17	150	20000	0.94
60	17	200	20000	1.31
60	17	250	20000	1.63
60	17	300	20000	2.02
60	17	400	20000	2.61
60	17	500	20000	3.38
60	17	750	20000	5.01
60	17	1000	20000	6.64
60	17	1500	20000	9.81
60	17	2000	20000	12.92
60	17	2500	20000	15.65
60	17	3000	20000	18.06
60	17	4000	20000	23.56
60	17	5000	20000	29.26
60	17	7500	20000	40.12
60	17	10000	20000	49.67
60	16	50	20000	0.46
60	16	100	20000	1.04
60	16	150	20000	1.55
60	16	200	20000	2.20
60	16	250	20000	2.70
60	16	300	20000	3.22
60	16	400	20000	4.39
60	16	500	20000	5.53
60	16	750	20000	8.47
60	16	1000	20000	10.88
60	16	1500	20000	15.69
60	16	2000	20000	20.17
60	16	2500	20000	25.03
60	16	3000	20000	28.43
60	16	4000	20000	35.86
60	16	5000	20000	43.33
60	16	7500	20000	57.20
60	16	10000	20000	68.31
60	15	50	20000	0.89
60	15	100	20000	1.86
60	15	150	20000	2.78
60	15	200	20000	3.74
60	15	250	20000	4.69
60	15	300	20000	5.69
60	15	400	20000	7.39
60	15	500	20000	9.23
60	15	750	20000	13.50
60	15	1000	20000	16.59
60	15	1500	20000	24.01
60	15	2000	20000	31.69
60	15	2500	20000	37.75
60	15	3000	20000	43.49
60	15	4000	20000	52.70
60	15	5000	20000	61.11
60	15	7500	20000	75.99
60	15	10000	20000	84.57
60	14	50	20000	1.60
60	14	100	20000	3.14
60	14	150	20000	4.70
60	14	200	20000	6.16
60	14	250	20000	7.65
60	14	300	20000	9.13
60	14	400	20000	11.73
60	14	500	20000	14.28
60	14	750	20000	20.70
60	14	1000	20000	27.28
60	14	1500	20000	38.03
60	14	2000	20000	46.68
60	14	2500	20000	53.87
60	14	3000	20000	60.75
60	14	4000	20000	71.12
60	14	5000	20000	79.29
60	14	7500	20000	90.74
60	14	10000	20000	95.71
60	13	50	20000	2.43
60	13	100	20000	4.96
60	13	150	20000	7.47
60	13	200	20000	9.81
60	13	250	20000	12.20
60	13	300	20000	14.48
60	13	400	20000	18.69
60	13	500	20000	22.82
60	13	750	20000	32.16
60	13	1000	20000	40.49
60	13	1500	20000	54.87
60	13	2000	20000	65.19
60	13	2500	20000	72.83
60	13	3000	20000	79.61
60	13	4000	20000	87.66
60	13	5000	20000	92.65
60	13	7500	20000	97.97
60	13	10000	20000	99.36
60	12	50	20000	4.21
60	12	100	20000	8.20
60	12	150	20000	12.15
60	12	200	20000	15.93
60	12	250	20000	19.61
60	12	300	20000	23.10
60	12	400	20000	29.34
60	12	500	20000	35.61
60	12	750	20000	48.32
60	12	1000	20000	58.68
60	12	1500	20000	73.71
60	12	2000	20000	83.20
60	12	2500	20000	89.00
60	12	3000	20000	92.86
60	12	4000	20000	97.11
60	12	5000	20000	98.65
60	12	7500	20000	99.93
60	12	10000	20000	99.97
60	11	50	20000	7.11
60	11	100	20000	13.56
60	11	150	20000	19.54
60	11	200	20000	25.49
60	11	250	20000	30.73
60	11	300	20000	35.66
60	11	400	20000	44.75
60	11	500	20000	52.33
60	11	750	20000	66.72
60	11	1000	20000	76.74
60	11	1500	20000	88.58
60	11	2000	20000	94.64
60	11	2500	20000	97.47
60	11	3000	20000	98.73
60	11	4000	20000	99.75
60	11	5000	20000	99.94
60	11	7500	20000	100.00
60	10	50	20000	11.64
60	10	100	20000	21.57
60	10	150	20000	31.24
60	10	200	20000	39.22
60	10	250	20000	46.42
60	10	300	20000	52.82
60	10	400	20000	62.98
60	10	500	20000	71.28
60	10	750	20000	84.56
60	10	1000	20000	91.72
60	10	1500	20000	97.54
60	10	2000	20000	99.36
60	10	2500	20000	99.86
60	10	3000	20000	99.94
60	10	4000	20000	99.99
60	10	5000	20000	100.00
60	9	50	20000	18.08
60	9	100	20000	33.38
60	9	150	20000	45.75
60	9	200	20000	55.88
60	9	250	20000	64.19
60	9	300	20000	70.90
60	9	400	20000	80.75
60	9	500	20000	87.28
60	9	750	20000	95.35
60	9	1000	20000	98.53
60	9	1500	20000	99.83
60	9	2000	20000	99.98
60	9	2500	20000	100.00
60	8	50	20000	29.65
60	8	100	20000	50.52
60	8	150	20000	65.28
60	8	200	20000	75.66
60	8	250	20000	82.24
60	8	300	20000	87.66
60	8	400	20000	94.18
60	8	500	20000	97.06
60	8	750	20000	99.46
60	8	1000	20000	99.91
60	8	1500	20000	100.00
60	7	50	20000	43.85
60	7	100	20000	69.12
60	7	150	20000	83.14
60	7	200	20000	90.58
60	7	250	20000	94.89
60	7	300	20000	97.22
60	7	400	20000	99.11
60	7	500	20000	99.77
60	7	750	20000	100.00
60	6	50	20000	63.58
60	6	100	20000	87.36
60	6	150	20000	95.69
60	6	200	20000	98.45
60	6	250	20000	99.54
60	6	300	20000	99.86
60	6	400	20000	99.99
60	6	500	20000	100.00
60	5	50	20000	83.75
60	5	100	20000	97.75
60	5	150	20000	99.62
60	5	200	20000	99.94
60	5	250	20000	99.99
60	5	300	20000	100.00
61	30	50	20000	0.00
61	30	100	20000	0.00
61	30	150	20000	0.00
61	30	200	20000	0.00
61	30	250	20000	0.00
61	30	300	20000	0.01
61	30	400	20000	0.02
61	30	500	20000	0.02
61	30	750	20000	0.02
61	30	1000	20000	0.02
61	30	1500	20000	0.03
61	30	2000	20000	0.02
61	30	2500	20000	0.02
61	30	3000	20000	0.02
61	30	4000	20000	0.04
61	30	5000	20000	0.07
61	30	7500	20000	0.12
61	30	10000	20000	0.18
61	29	50	20000	0.00
61	29	100	20000	0.00
61	29	150	20000	0.00
61	29	200	20000	0.00
61	29	250	20000	0.00
61	29	300	20000	0.00
61	29	400	20000	0.00
61	29	500	20000	0.00
61	29	750	20000	0.01
61	29	1000	20000	0.03
61	29	1500	20000	0.04
61	29	2000	20000	0.03
61	29	2500	20000	0.04
61	29	3000	20000	0.06
61	29	4000	20000	0.09
61	29	5000	20000	0.10
61	29	7500	20000	0.18
61	29	10000	20000	0.25
61	28	50	20000	0.00
61	28	100	20000	0.00
61	28	150	20000	0.00
61	28	200	20000	0.01
61	28	250	20000	0.02
61	28	300	20000	0.01
61	28	400	20000	0.04
61	28	500	20000	0.04
61	28	750	20000	0.04
